weight,age,female,married,educ,kids,race,lfpart,empl,income,wageinc,ssretinc,intdivinc,busfarminc,capgainsinc,othinc,owner,rent,hpayday,bankrupt5y,latepay60d,creditapplied,creditdenied,takefinrisk,finknowledge,finlit,equity,finassets,liqassets,houses,business,vehicles,assets,networth,stocks,stkmutfnd,othresre,netnresre,othnfin,mortages,heloc,othloc,instloanveh,instloaneduc,instloanoth,ccbalance,debt,totloanpay
2030.401,45,0,1,4,1,4,1,2,2048772.1,2097168.3,0,0,0,-48396.2,0,1,0,0,0,0,1,0,1,,,3582506.3,3648499.8,58137.2,942764.8,5326621.2,103704.1,12142810.8,10181860,1257019.7,1571274.7,2121220.8,0,0,361393.2,0,0,0,0,0,0,1960950.8,15241.4
2339.496,52,0,1,4,1,1,1,2,483961.9,209716.8,0,177452.7,161320.6,-64528.3,0,1,0,0,0,0,1,0,1,,,109989.2,433828.9,47295.4,1099892.3,408531.4,51066.4,6471451.9,6471451.9,0,0,2356912,2121220.8,0,0,0,0,0,0,0,0,0,0
146.7825,56,0,1,4,2,1,1,2,6436693.6,4839619.2,0,1185706.7,0,0,0,1,0,0,0,0,1,0,1,,,24323332.1,26172659.6,278052.8,5499461.4,42424416.5,434771.7,93386605.4,93386605.4,18855296.2,785637.3,18855296.2,0,0,0,0,0,0,0,0,0,0,0
4314.012,60,0,1,3,0,1,1,1,148415,67754.7,74207.5,0,4678.3,2419.8,0,1,0,0,0,0,1,0,1,,,566758.8,943550.4,10213.3,361393.2,7856.4,8170.6,1493810.8,1350824.8,20426.6,0,109989.2,62851,0,111560.5,0,0,0,0,0,31425.5,142986,2278.3
23239.14,39,0,1,2,3,3,1,1,64528.3,64528.3,0,0,0,0,0,1,0,0,0,1,0,0,1,,,0,9900.6,1.6,78563.7,0,16812.6,105277,48711.1,0,0,0,0,0,56565.9,0,0,0,0,0,0,56565.9,848.5
1187.064,76,0,1,2,0,1,0,3,574301.5,95179.2,146801.8,325867.7,0,0,0,0,3142.5,0,0,0,0,0,1,,,1476998.2,1516280.1,39281.9,0,0,18855.3,1786539.3,1786539.3,0,157127.5,251403.9,0,0,0,0,0,0,0,0,0,0,0
3099.094,63,0,1,2,0,1,1,2,245578.4,0,16503.1,0,229075.3,0,0,1,0,0,0,0,0,0,0,,,0,25926,9427.6,471382.4,351965.5,7227.9,974347.4,807792.3,0,0,0,117845.6,0,166555.1,0,0,0,0,0,0,166555.1,1728.4
26473.25,35,0,1,1,2,3,1,1,41943.4,41943.4,0,0,0,0,0,0,1194.2,0,0,0,1,1,1,,,0,1571.3,1571.3,0,0,16969.8,18541,17912.5,0,0,0,0,0,0,0,0,0,0,0,628.5,628.5,15.7
113.6895,57,0,1,4,0,1,1,2,4145940.5,1209904.8,0,37103.7,2903771.5,0,0,1,0,0,0,0,1,0,1,,,6092617.6,7501265.4,369249.6,707073.6,13701515.3,285186.4,22391449.9,22353739.3,2388337.5,0,0,0,196409.3,23569.1,7856.4,0,0,0,0,0,37710.6,426.9
37587.29,54,0,1,3,0,1,1,1,103245.2,103245.2,0,0,0,0,0,1,0,0,0,0,1,0,0,,,0,9663.3,9663.3,235691.2,0,30639.9,282279.5,174175.8,0,0,0,0,6285.1,97419,0,0,0,0,0,10684.7,108103.7,2781.2
6742.378,74,0,1,4,0,1,1,1,635603.3,120990.5,58075.4,443631.8,0,0,0,1,0,0,0,0,1,0,1,,,34648806.6,34738212.1,17284,785637.3,4713824.1,56880.1,40828787.1,40750223.3,34568043.1,0,62851,0,471382.4,0,0,0,0,0,0,0,78563.7,505.5
33266.98,33,0,0,4,0,1,1,1,41943.4,66141.5,0,0,0,0,0,1,0,0,0,0,1,0,1,,,1885.5,5028.1,3142.5,196409.3,0,25140.4,226577.8,35982.2,0,1885.5,0,0,0,169697.7,0,0,14455.7,6285.1,0,157.1,190595.6,2093.7
