weight,age,female,married,educ,kids,race,lfpart,empl,income,wageinc,ssretinc,intdivinc,busfarminc,capgainsinc,othinc,owner,rent,hpayday,bankrupt5y,latepay60d,creditapplied,creditdenied,takefinrisk,finknowledge,finlit,equity,finassets,liqassets,houses,business,vehicles,assets,networth,stocks,stkmutfnd,othresre,netnresre,othnfin,mortages,heloc,othloc,instloanveh,instloaneduc,instloanoth,ccbalance,debt,totloanpay
47414.69,75,0,1,1,0,1,1,1,37660.2,0,37660.2,51535,0,0,0,1,464.5,0,0,0,0,0,0,,,0,37547.3,23225.1,65804.5,0,23225.1,126576.9,126576.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28679.78,28,0,1,2,2,1,1,1,97123.7,97123.7,3766,79.3,0,0,0,0,1161.3,0,0,0,1,1,0,,,0,1819.3,658,0,0,18193,20012.3,17476.9,0,0,0,0,0,0,0,0,0,0,600,1935.4,2535.4,145.2
19878.15,28,0,1,2,2,1,1,1,35678.1,31713.9,0,0,0,0,3964.2,0,638.7,0,0,0,0,0,0,,,0,0,0,0,0,1741.9,1741.9,1741.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26291.99,45,0,1,2,3,2,1,2,21803.3,45588.7,0,0,0,0,3369.6,1,0,0,0,0,0,0,0,,,0,96.8,96.8,81287.9,0,3096.7,84481.4,84481.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53595.9,79,0,1,1,0,1,0,3,33696,0,31713.9,1585.7,0,0,0,1,929,0,0,0,0,0,0,,,0,36773.1,15483.4,96771.3,0,3677.3,137221.8,137221.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20087.1,38,0,1,3,2,1,1,1,25767.5,23785.4,0,0,0,0,1982.1,1,0,0,0,0,1,1,1,,,0,0,0,154834.1,0,27483.1,182317.2,181678.5,0,0,0,0,0,0,0,0,193.5,0,0,445.1,638.7,398.2
18381.5,31,0,1,4,0,1,1,1,93159.5,43606.6,0,17046.2,0,31713.9,0,1,0,0,0,0,1,0,1,,,89029.6,104126,11225.5,425793.9,19354.3,10838.4,869780.8,623981.6,0,3870.9,309668.3,0,0,119996.5,0,0,0,0,0,0,245799.2,2651.5
110.9892,54,0,1,4,0,1,1,2,5807601.8,0,0,3617362.9,0,1347839.3,0,1,0,0,0,0,0,0,1,,,363538958,436943600,117770.7,613847.7,6295626,78191.2,447596963.3,447596963.3,290314020.3,646432.6,2670889,994809.4,0,0,0,0,0,0,0,0,0,0
23629.13,35,0,1,2,4,1,1,1,134783.9,128837.6,0,99.1,5946.3,0,0,1,0,0,0,0,1,0,1,,,108383.9,128222,9193.3,290314,0,15870.5,434406.5,223057.9,0,108383.9,0,0,0,210961.5,0,0,0,0,0,387.1,211348.6,1848.3
36904.51,42,0,0,1,0,3,1,4,1942.5,0,0,0,0,0,1486.6,0,348.4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26019.12,28,0,0,2,0,1,1,1,49552.9,49552.9,0,0,0,0,0,1,0,0,0,0,1,0,1,,,0,2806.4,2806.4,108383.9,0,56127.4,167317.6,48482.4,0,0,0,0,0,73546.2,0,0,43740.6,0,0,1548.3,118835.2,2032.2
32386.29,26,0,0,2,0,2,1,1,14865.9,19226.5,0,0,0,0,0,0,580.6,0,0,0,0,0,1,,,0,0,0,0,0,8709.4,8709.4,8709.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34154.33,80,1,0,1,0,1,0,3,13082,0,12883.8,0,0,0,237.9,0,677.4,0,0,0,0,0,0,,,0,1083.8,1083.8,0,0,14709.2,15793.1,15793.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188.546,37,0,1,3,2,1,1,2,225961.3,39642.3,0,396.4,148658.7,35678.1,2378.5,1,0,0,0,0,1,0,1,,,33870,92900.5,59030.5,222574.1,193542.7,41418.1,1038646.8,936069.2,0,2903.1,0,488211.4,0,83223.4,0,0,3677.3,12580.3,0,3096.7,102577.6,1490.3
18403.58,34,0,1,2,2,1,1,1,95141.6,95141.6,0,0,0,0,0,0,870.9,0,0,1,1,0,1,,,0,677.4,387.1,0,0,42192.3,42869.7,11477.1,0,0,0,0,0,0,0,0,31392.6,0,0,0,31392.6,1335.4
78.20661,45,0,1,4,4,1,1,2,3329956,1024754.3,0,48561.9,8887811.1,1462802.1,374620,1,0,0,0,0,1,0,1,,,2149291.5,3189196.3,251218.4,1451570.1,21725165.9,118061,55823128.2,55085730.6,1161256.1,838039.8,514823.5,28824311.4,0,737397.6,0,0,0,0,0,0,737397.6,7548.2
33592.05,38,1,0,1,1,2,0,4,7135.6,0,0,0,0,0,7135.6,0,271,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19895.81,71,0,1,4,0,1,0,3,49552.9,6937.4,27749.6,5946.3,0,0,79.3,1,0,0,0,0,1,0,0,,,0,352247.7,7741.7,251605.5,0,0,603853.2,586434.3,0,0,0,0,0,17418.8,0,0,0,0,0,0,17418.8,774.2
57997.2,78,1,0,1,0,2,0,3,10307,0,10108.8,0,0,0,79.3,0,0,0,0,0,0,0,0,,,0,1238.7,658,0,0,0,1238.7,-7548.2,0,0,0,0,0,0,0,0,0,0,0,8786.8,8786.8,219.7
1080.422,74,1,0,4,0,1,1,2,665991.2,891952.5,0,21803.3,29731.7,0,0,1,0,0,0,0,0,0,1,,,201284.4,333764.4,27966.9,899973.5,0,29031.4,2104950.8,2104950.8,19354.3,181930.1,841910.7,271,0,0,0,0,0,0,0,0,0,0
13939.53,35,0,1,2,3,1,1,2,124873.3,41624.4,0,0,83248.9,0,0,0,0,0,0,0,1,0,1,,,0,306765.1,2903.1,0,193542.7,21038.1,521345.9,521345.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511.411,72,0,1,4,0,1,1,2,442012,23785.4,25767.5,237854,-753.2,146676.6,9514.2,1,0,0,0,0,1,0,1,,,7093339.2,7613001.3,35805.4,629013.7,0,120770.6,9959512.8,9301467.7,4915984.1,96771.3,725785.1,870942.1,0,0,0,0,0,0,0,0,658045.1,5495.5
25938.88,27,0,1,2,0,1,1,1,83248.9,83248.9,0,0,0,0,0,1,0,0,0,0,1,0,1,,,2322.5,15096.3,1161.3,139350.7,0,56514.5,210961.5,81868.6,0,0,0,0,0,119996.5,0,0,0,0,9096.5,0,129093,1161.3
2689.006,48,0,1,4,4,1,1,1,170462,164515.7,0,0,75320.4,0,0,1,0,0,0,0,1,1,1,,,30966.8,86707.1,6580.5,551596.6,294184.9,54192,986680.6,561273.8,0,0,0,0,0,400633.3,0,0,13160.9,0,11612.6,0,425406.8,4316
33782.37,32,1,0,3,1,1,1,1,33696,47570.8,0,0,0,0,198.2,1,0,0,0,0,1,0,1,,,1161.3,2612.8,1006.4,58062.8,0,16064,76739.7,32418.4,0,0,0,0,0,34837.7,0,0,8128.8,0,0,1354.8,44321.3,827.4
37982.23,47,0,1,3,2,2,1,1,158569.3,158569.3,0,0,0,0,0,1,0,0,0,0,1,0,1,,,0,9096.5,4257.9,338699.7,0,14902.8,362699,69791.5,0,0,0,0,0,280636.9,0,0,658,0,0,11612.6,292907.5,2806.4
18493.32,43,0,1,4,2,2,1,1,148658.7,148658.7,0,0,0,0,0,1,0,0,0,0,1,0,1,,,80320.2,249379.7,4548.3,580628,0,25741.2,971874.6,373634.1,0,13548,116125.6,0,0,464502.4,0,0,10451.3,0,40644,31353.9,598240.4,6396.6
52793.94,48,1,1,4,0,1,1,1,109016.4,99105.8,0,6461.7,0,0,0,1,0,0,0,0,1,0,1,,,41224.6,112332.2,20786.5,290314,0,0,402646.2,315261.7,2516.1,0,0,0,0,81287.9,3483.8,0,0,0,0,2612.8,87384.5,2000.7
34941.22,44,0,1,2,2,1,1,1,77302.5,63427.7,0,198.2,10307,0,2775,1,0,0,0,0,1,0,0,,,0,12386.7,5806.3,174188.4,0,34450.6,221025.7,107803.3,0,0,0,0,0,110319.3,0,0,2322.5,0,0,580.6,113222.5,1620.9
49458.47,40,0,1,3,2,1,1,1,112980.6,112980.6,0,59.5,0,0,0,1,0,0,0,0,1,0,1,,,11612.6,32321.6,9096.5,232251.2,0,19160.7,283733.6,32708.7,0,0,0,0,0,241928.4,0,0,8709.4,0,0,387.1,251024.9,3222.5
25650.68,61,0,1,2,0,1,0,3,33696,991.1,25767.5,1863.2,13478.4,0,0,1,0,0,0,0,0,0,0,,,140415.2,333474,25741.2,387085.4,48385.7,11419,780364.1,780364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017.616,55,0,1,3,0,1,1,2,1532176.2,0,0,594635,396421.4,598599.2,0,1,0,0,0,0,1,0,1,,,23370278.6,28817034.2,112719.3,17593029.6,2895398.5,1107064.1,54964650.3,53253365.2,1935426.8,561273.8,239992.9,4312130.9,0,1710917.3,0,0,0,0,0,367.7,1711285,15879.7
29281.01,49,0,1,1,0,1,1,1,55499.3,53517.1,0,0,0,0,1189.3,1,0,0,0,0,1,0,1,,,1161.3,6967.5,1935.4,92900.5,0,22063.9,121931.9,44514.8,1161.3,0,0,0,0,58062.8,0,0,17031.8,0,0,2322.5,77417.1,1529
20356.43,31,0,1,2,3,1,1,1,59463.5,69374.1,0,0,0,0,792.8,1,0,0,0,0,1,0,1,,,38708.5,39869.8,387.1,85158.8,0,25934.7,150963.3,90965.1,0,0,0,0,0,36773.1,0,0,23225.1,0,0,0,59998.2,1141.9
12093.23,64,0,1,3,0,1,0,3,124873.3,47570.8,43606.6,25767.5,0,7928.5,0,1,0,0,0,0,1,0,1,,,464502.4,803279.5,19431.7,261282.6,0,18773.6,1828475.1,1410422.9,348376.8,0,599982.3,145157,0,170317.6,0,0,0,0,0,0,418052.2,4451.5
5812.554,65,0,1,4,0,1,1,1,816632.1,120909.1,529225.1,82852.5,57877.8,27749.6,0,1,0,0,0,0,1,0,1,,,1385765.6,3121456.3,88449,445148.2,0,41998.8,3831177.4,3831177.4,1180610.3,205155.2,222574.1,0,0,0,0,0,0,0,0,0,0,0
